ID;name;region;material;pricePerUnit;currency_code;leadTime;rating;category;contactEmail;contactPhone;address;isActive
10450;Scott, Harvey and Hernandez;EU;Conveyor Belts;11147.41;USD;20;3.95;logistics;contact@scottharveyandhernandez.com;+1-555-000-0000;EU Office;true
10451;Ramsey-Martinez;NA;Conveyor Belts;7273.01;USD;35;3.45;logistics;contact@ramseymartinez.com;+1-555-000-0000;NA Office;true
10452;Clark, Mahoney and Garcia;LATAM;Shipping Containers;14253.62;USD;37;3.35;logistics;contact@clarkmahoneyandgarcia.com;+1-555-000-0000;LATAM Office;true
10453;Juarez, Hines and Johnson;MEA;Pallet Jacks;5182.43;USD;24;3.15;logistics;contact@juarezhinesandjohnson.com;+1-555-000-0000;MEA Office;true
10454;Mullins PLC;EU;Pallet Jacks;15379.15;USD;11;3.95;logistics;contact@mullinsplc.com;+1-555-000-0000;EU Office;true
10455;Green-Ortega;MEA;Barcode Scanners;7285.04;USD;34;4.95;logistics;contact@greenortega.com;+1-555-000-0000;MEA Office;true
10456;Contreras-Hawkins;MEA;Conveyor Belts;15415.52;USD;16;4.85;logistics;contact@contrerashawkins.com;+1-555-000-0000;MEA Office;true
10457;Harris, Moreno and Jones;MEA;Shipping Containers;7645.5;USD;21;2.75;logistics;contact@harrismorenoandjones.com;+1-555-000-0000;MEA Office;true
10458;Juarez PLC;EU;Conveyor Belts;16102.13;USD;32;3.25;logistics;contact@juarezplc.com;+1-555-000-0000;EU Office;true
10459;Robinson-Brady;LATAM;Forklifts;7461.81;USD;10;3.95;logistics;contact@robinsonbrady.com;+1-555-000-0000;LATAM Office;true
10460;Young, Marquez and Patel;NA;Shipping Containers;8408.66;USD;39;4.95;logistics;contact@youngmarquezandpatel.com;+1-555-000-0000;NA Office;true
10461;Salazar-Scott;LATAM;Pallet Jacks;16959.89;USD;37;4.05;logistics;contact@salazarscott.com;+1-555-000-0000;LATAM Office;true
10462;Martin Group;NA;Conveyor Belts;15438.54;USD;16;4.35;logistics;contact@martingroup.com;+1-555-000-0000;NA Office;true
10463;Davis-Henry;MEA;Forklifts;15197.08;USD;6;3.95;logistics;contact@davishenry.com;+1-555-000-0000;MEA Office;true
10464;Smith LLC;APAC;Pallet Jacks;10813.25;USD;18;3.35;logistics;contact@smithllc.com;+1-555-000-0000;APAC Office;true
10465;Thompson PLC;MEA;Conveyor Belts;13900.71;USD;25;4.75;logistics;contact@thompsonplc.com;+1-555-000-0000;MEA Office;true
10466;Walker-Cohen;LATAM;Pallet Jacks;276.61;USD;17;3.35;logistics;contact@walkercohen.com;+1-555-000-0000;LATAM Office;true
10467;Gibbs, Martin and Padilla;LATAM;Shipping Containers;11985.98;USD;34;2.85;logistics;contact@gibbsmartinandpadilla.com;+1-555-000-0000;LATAM Office;true
10468;Meyer Ltd;NA;Forklifts;12480.07;USD;5;3.15;logistics;contact@meyerltd.com;+1-555-000-0000;NA Office;true
10469;Roman, Haas and Cabrera;EU;Conveyor Belts;9647.35;USD;12;4.95;logistics;contact@romanhaasandcabrera.com;+1-555-000-0000;EU Office;true
10470;Frey Inc;MEA;Conveyor Belts;6890.91;USD;28;3.05;logistics;contact@freyinc.com;+1-555-000-0000;MEA Office;true
10471;Hull, Chase and Howell;NA;Pallet Jacks;12171.78;USD;12;4.15;logistics;contact@hullchaseandhowell.com;+1-555-000-0000;NA Office;true
10472;Kim LLC;EU;Barcode Scanners;9048.2;USD;19;4.15;logistics;contact@kimllc.com;+1-555-000-0000;EU Office;true
10473;Trevino-Craig;MEA;Forklifts;18859.94;USD;29;3.15;logistics;contact@trevinocraig.com;+1-555-000-0000;MEA Office;true
10474;Robinson PLC;MEA;Barcode Scanners;10874.57;USD;24;2.75;logistics;contact@robinsonplc.com;+1-555-000-0000;MEA Office;true
10475;Ritter-Mckinney;MEA;Conveyor Belts;5745.99;USD;22;2.95;logistics;contact@rittermckinney.com;+1-555-000-0000;MEA Office;true
10476;Hood-Anderson;LATAM;Forklifts;14809.82;USD;37;3.25;logistics;contact@hoodanderson.com;+1-555-000-0000;LATAM Office;true
10477;Gallegos Ltd;EU;Conveyor Belts;1652.55;USD;34;3.85;logistics;contact@gallegosltd.com;+1-555-000-0000;EU Office;true
10478;Moore Group;EU;Conveyor Belts;103.64;USD;34;3.95;logistics;contact@mooregroup.com;+1-555-000-0000;EU Office;true
10479;Peters and Sons;MEA;Forklifts;14627.81;USD;19;4.85;logistics;contact@petersandsons.com;+1-555-000-0000;MEA Office;true
10480;Smith, Sellers and Rodriguez;MEA;Pallet Jacks;759.06;USD;6;3.15;logistics;contact@smithsellersandrodriguez.com;+1-555-000-0000;MEA Office;true
10481;Berry Inc;EU;Conveyor Belts;7257.75;USD;26;2.75;logistics;contact@berryinc.com;+1-555-000-0000;EU Office;true
10482;Robbins-Greene;EU;Conveyor Belts;10137.52;USD;34;2.55;logistics;contact@robbinsgreene.com;+1-555-000-0000;EU Office;true
10483;Mendez, West and Lopez;EU;Barcode Scanners;15157.63;USD;27;3.15;logistics;contact@mendezwestandlopez.com;+1-555-000-0000;EU Office;true
10484;Cooper, Rosales and Combs;LATAM;Conveyor Belts;8479.35;USD;38;4.15;logistics;contact@cooperrosalesandcombs.com;+1-555-000-0000;LATAM Office;true
10485;Johnson, Johns and Santana;MEA;Forklifts;3182.66;USD;16;4.45;logistics;contact@johnsonjohnsandsantana.com;+1-555-000-0000;MEA Office;true
10486;Brown-Owens;APAC;Pallet Jacks;19170.35;USD;25;2.55;logistics;contact@brownowens.com;+1-555-000-0000;APAC Office;true
10487;Baker-Scott;APAC;Forklifts;394.12;USD;33;3.45;logistics;contact@bakerscott.com;+1-555-000-0000;APAC Office;true
10488;Taylor-Wilson;MEA;Barcode Scanners;4548.47;USD;24;4.05;logistics;contact@taylorwilson.com;+1-555-000-0000;MEA Office;true
10489;Glover-Howard;LATAM;Pallet Jacks;9894.21;USD;12;4.85;logistics;contact@gloverhoward.com;+1-555-000-0000;LATAM Office;true
10490;Martin Inc;MEA;Forklifts;10167.51;USD;38;4.95;logistics;contact@martininc.com;+1-555-000-0000;MEA Office;true
10491;Jackson, Mckinney and Cooper;EU;Pallet Jacks;19473.25;USD;28;4.35;logistics;contact@jacksonmckinneyandcooper.com;+1-555-000-0000;EU Office;true
10492;Pena Group;MEA;Forklifts;18933.46;USD;38;4.95;logistics;contact@penagroup.com;+1-555-000-0000;MEA Office;true
10493;Hernandez, James and Munoz;APAC;Forklifts;10358.14;USD;34;3.35;logistics;contact@hernandezjamesandmunoz.com;+1-555-000-0000;APAC Office;true
10494;James-Caldwell;EU;Pallet Jacks;17355.6;USD;19;4.85;logistics;contact@jamescaldwell.com;+1-555-000-0000;EU Office;true
10495;Nguyen and Sons;APAC;Pallet Jacks;7864.96;USD;5;4.85;logistics;contact@nguyenandsons.com;+1-555-000-0000;APAC Office;true
10496;Schroeder-Bennett;APAC;Barcode Scanners;5556.5;USD;16;4.25;logistics;contact@schroederbennett.com;+1-555-000-0000;APAC Office;true
10497;Graham-Williams;APAC;Conveyor Belts;13578.3;USD;24;4.05;logistics;contact@grahamwilliams.com;+1-555-000-0000;APAC Office;true
10498;Tran Ltd;MEA;Conveyor Belts;18938.15;USD;21;2.95;logistics;contact@tranltd.com;+1-555-000-0000;MEA Office;true
10499;Medina-Jones;EU;Forklifts;1512.82;USD;37;3.15;logistics;contact@medinajones.com;+1-555-000-0000;EU Office;true
10500;Yates-Ramos;EU;Shipping Containers;6964.21;USD;21;2.95;logistics;contact@yatesramos.com;+1-555-000-0000;EU Office;true
10501;Henderson Ltd;APAC;Barcode Scanners;19141.03;USD;29;2.65;logistics;contact@hendersonltd.com;+1-555-000-0000;APAC Office;true
10502;Henry, Thompson and Figueroa;LATAM;Shipping Containers;8315.11;USD;33;4.35;logistics;contact@henrythompsonandfigueroa.com;+1-555-000-0000;LATAM Office;true
10503;Joseph-Stevens;NA;Pallet Jacks;19769.54;USD;40;3.65;logistics;contact@josephstevens.com;+1-555-000-0000;NA Office;true
10504;Kim-Owens;LATAM;Shipping Containers;4509.02;USD;13;3.25;logistics;contact@kimowens.com;+1-555-000-0000;LATAM Office;true
10505;Wilson, Zimmerman and Taylor;EU;Forklifts;10461.99;USD;12;4.25;logistics;contact@wilsonzimmermanandtaylor.com;+1-555-000-0000;EU Office;true
10506;Curtis PLC;APAC;Barcode Scanners;909.87;USD;31;3.25;logistics;contact@curtisplc.com;+1-555-000-0000;APAC Office;true
10507;Patterson Group;MEA;Shipping Containers;4841.86;USD;10;2.65;logistics;contact@pattersongroup.com;+1-555-000-0000;MEA Office;true
10508;Taylor PLC;EU;Conveyor Belts;16687.24;USD;21;2.75;logistics;contact@taylorplc.com;+1-555-000-0000;EU Office;true
10509;Williams and Sons;LATAM;Shipping Containers;10666.77;USD;5;3.25;logistics;contact@williamsandsons.com;+1-555-000-0000;LATAM Office;true
10510;Davis-Perez;MEA;Forklifts;7436.35;USD;18;2.65;logistics;contact@davisperez.com;+1-555-000-0000;MEA Office;true
10511;Hampton-Walsh;EU;Forklifts;15813.79;USD;19;2.85;logistics;contact@hamptonwalsh.com;+1-555-000-0000;EU Office;true
10512;Nguyen Ltd;EU;Forklifts;8736.09;USD;38;2.65;logistics;contact@nguyenltd.com;+1-555-000-0000;EU Office;true
10513;Chavez-Brock;NA;Forklifts;19933.8;USD;31;3.75;logistics;contact@chavezbrock.com;+1-555-000-0000;NA Office;true
10514;Ramirez-Mann;LATAM;Shipping Containers;6963.6;USD;17;3.85;logistics;contact@ramirezmann.com;+1-555-000-0000;LATAM Office;true
10515;Ingram and Sons;EU;Conveyor Belts;2031.79;USD;18;4.45;logistics;contact@ingramandsons.com;+1-555-000-0000;EU Office;true
10516;Palmer Inc;LATAM;Conveyor Belts;10797.55;USD;23;4.55;logistics;contact@palmerinc.com;+1-555-000-0000;LATAM Office;true
10517;Burch, Bell and Velasquez;LATAM;Pallet Jacks;1257.21;USD;17;4.25;logistics;contact@burchbellandvelasquez.com;+1-555-000-0000;LATAM Office;true
10518;Thompson-King;APAC;Barcode Scanners;9296.68;USD;18;3.65;logistics;contact@thompsonking.com;+1-555-000-0000;APAC Office;true
10519;Singh Group;NA;Forklifts;19378.75;USD;39;3.25;logistics;contact@singhgroup.com;+1-555-000-0000;NA Office;true
10520;Turner-Edwards;LATAM;Barcode Scanners;8279.91;USD;20;2.85;logistics;contact@turneredwards.com;+1-555-000-0000;LATAM Office;true
10521;Harvey-Aguilar;EU;Shipping Containers;11326.33;USD;26;3.35;logistics;contact@harveyaguilar.com;+1-555-000-0000;EU Office;true
10522;Thompson, Moody and Bryant;EU;Conveyor Belts;7772.11;USD;20;4.15;logistics;contact@thompsonmoodyandbryant.com;+1-555-000-0000;EU Office;true
10523;Chang, Lee and Andersen;APAC;Forklifts;2362.12;USD;32;5.05;logistics;contact@changleeandandersen.com;+1-555-000-0000;APAC Office;true
10524;Maxwell and Sons;APAC;Conveyor Belts;12418.74;USD;22;2.65;logistics;contact@maxwellandsons.com;+1-555-000-0000;APAC Office;true
10525;Williams, Terry and Taylor;NA;Shipping Containers;1669.51;USD;38;4.15;logistics;contact@williamsterryandtaylor.com;+1-555-000-0000;NA Office;true
10526;Crawford-Shaw;MEA;Shipping Containers;10176.36;USD;14;4.35;logistics;contact@crawfordshaw.com;+1-555-000-0000;MEA Office;true
10527;James Inc;MEA;Barcode Scanners;1027.37;USD;10;3.65;logistics;contact@jamesinc.com;+1-555-000-0000;MEA Office;true
10528;Smith, Jordan and Lynch;NA;Forklifts;2633.75;USD;10;3.45;logistics;contact@smithjordanandlynch.com;+1-555-000-0000;NA Office;true
10529;Harding, Taylor and Stephens;MEA;Shipping Containers;17936.54;USD;26;4.25;logistics;contact@hardingtaylorandstephens.com;+1-555-000-0000;MEA Office;true
10530;Salazar Inc;NA;Pallet Jacks;11158.61;USD;22;2.65;logistics;contact@salazarinc.com;+1-555-000-0000;NA Office;true
10531;Moran, Edwards and Lewis;EU;Conveyor Belts;6755;USD;19;3.35;logistics;contact@moranedwardsandlewis.com;+1-555-000-0000;EU Office;true
10532;Matthews Group;MEA;Pallet Jacks;5969.29;USD;33;4.65;logistics;contact@matthewsgroup.com;+1-555-000-0000;MEA Office;true
10533;Adkins, Burns and Delgado;APAC;Shipping Containers;811.83;USD;21;4.75;logistics;contact@adkinsburnsanddelgado.com;+1-555-000-0000;APAC Office;true
10534;Martin-Tucker;APAC;Forklifts;12659.28;USD;24;3.05;logistics;contact@martintucker.com;+1-555-000-0000;APAC Office;true
10535;Morrow-Sellers;APAC;Barcode Scanners;18965.07;USD;29;2.75;logistics;contact@morrowsellers.com;+1-555-000-0000;APAC Office;true
10536;Fox and Sons;APAC;Barcode Scanners;9805.46;USD;22;3.05;logistics;contact@foxandsons.com;+1-555-000-0000;APAC Office;true
10537;Collier, Lewis and Parks;EU;Forklifts;6649.8;USD;26;4.35;logistics;contact@collierlewisandparks.com;+1-555-000-0000;EU Office;true
10538;Torres and Sons;NA;Barcode Scanners;4991.7;USD;9;3.85;logistics;contact@torresandsons.com;+1-555-000-0000;NA Office;true
10539;Perez, Lee and Walker;MEA;Barcode Scanners;3988.18;USD;18;4.65;logistics;contact@perezleeandwalker.com;+1-555-000-0000;MEA Office;true
10540;Ayala Group;MEA;Shipping Containers;2076.5;USD;22;3.45;logistics;contact@ayalagroup.com;+1-555-000-0000;MEA Office;true
10541;Blanchard-Vargas;NA;Pallet Jacks;12591.03;USD;28;4.05;logistics;contact@blanchardvargas.com;+1-555-000-0000;NA Office;true
10542;Sanchez-Combs;APAC;Conveyor Belts;11720.6;USD;11;3.65;logistics;contact@sanchezcombs.com;+1-555-000-0000;APAC Office;true
10543;Gonzalez, Burch and Ortiz;APAC;Pallet Jacks;1801.74;USD;23;5.05;logistics;contact@gonzalezburchandortiz.com;+1-555-000-0000;APAC Office;true
10544;Gentry-Christensen;EU;Pallet Jacks;4688.23;USD;9;4.65;logistics;contact@gentrychristensen.com;+1-555-000-0000;EU Office;true
10545;Snyder, Hall and King;EU;Shipping Containers;8372.17;USD;27;4.75;logistics;contact@snyderhallandking.com;+1-555-000-0000;EU Office;true
10546;Davila, Gould and Howard;APAC;Shipping Containers;7360.95;USD;10;4.45;logistics;contact@davilagouldandhoward.com;+1-555-000-0000;APAC Office;true
10547;Sims Group;APAC;Barcode Scanners;2435.26;USD;17;3.05;logistics;contact@simsgroup.com;+1-555-000-0000;APAC Office;true
10548;Cain-Middleton;MEA;Conveyor Belts;304.46;USD;18;2.95;logistics;contact@cainmiddleton.com;+1-555-000-0000;MEA Office;true
10549;Williams Inc;LATAM;Pallet Jacks;8553.66;USD;35;5.05;logistics;contact@williamsinc.com;+1-555-000-0000;LATAM Office;true
10550;Peterson, Chavez and Arnold;EU;Shipping Containers;13282.19;USD;8;3.05;logistics;contact@petersonchavezandarnold.com;+1-555-000-0000;EU Office;true
10551;Parker-Wilson;NA;Pallet Jacks;727.53;USD;26;4.45;logistics;contact@parkerwilson.com;+1-555-000-0000;NA Office;true
10552;Richard-Crawford;MEA;Shipping Containers;19073.2;USD;38;4.75;logistics;contact@richardcrawford.com;+1-555-000-0000;MEA Office;true
10553;House, Patel and Maynard;MEA;Forklifts;16667.36;USD;33;3.95;logistics;contact@housepatelandmaynard.com;+1-555-000-0000;MEA Office;true
10554;Barnes-Stewart;MEA;Forklifts;10194.63;USD;14;4.55;logistics;contact@barnesstewart.com;+1-555-000-0000;MEA Office;true
10555;Flores, Rios and Ortiz;APAC;Barcode Scanners;3060.32;USD;31;3.65;logistics;contact@floresriosandortiz.com;+1-555-000-0000;APAC Office;true
10556;Armstrong LLC;MEA;Pallet Jacks;3148.25;USD;25;2.95;logistics;contact@armstrongllc.com;+1-555-000-0000;MEA Office;true
10557;Underwood, Cohen and Woodard;APAC;Conveyor Belts;9874.91;USD;40;4.25;logistics;contact@underwoodcohenandwoodard.com;+1-555-000-0000;APAC Office;true
10558;Miller, Gray and Brown;LATAM;Forklifts;15690.79;USD;32;2.55;logistics;contact@millergrayandbrown.com;+1-555-000-0000;LATAM Office;true
10559;Phillips, Knight and Ortega;APAC;Conveyor Belts;1093.79;USD;30;3.75;logistics;contact@phillipsknightandortega.com;+1-555-000-0000;APAC Office;true
10560;Rodriguez, Velasquez and Harmon;MEA;Barcode Scanners;17762.07;USD;36;3.35;logistics;contact@rodriguezvelasquezandharmon.com;+1-555-000-0000;MEA Office;true
10561;Young, Carter and Davis;APAC;Shipping Containers;16827.88;USD;15;3.65;logistics;contact@youngcarteranddavis.com;+1-555-000-0000;APAC Office;true
10562;Dougherty LLC;MEA;Shipping Containers;16915.36;USD;13;4.85;logistics;contact@doughertyllc.com;+1-555-000-0000;MEA Office;true
10563;Gilbert PLC;EU;Barcode Scanners;9517.09;USD;32;4.05;logistics;contact@gilbertplc.com;+1-555-000-0000;EU Office;true
10564;Walker PLC;MEA;Pallet Jacks;17898.63;USD;28;2.65;logistics;contact@walkerplc.com;+1-555-000-0000;MEA Office;true
10565;Lutz, Montes and Mccoy;EU;Conveyor Belts;4297.56;USD;34;2.75;logistics;contact@lutzmontesandmccoy.com;+1-555-000-0000;EU Office;true
10566;Hull-Rice;EU;Forklifts;808.39;USD;5;3.35;logistics;contact@hullrice.com;+1-555-000-0000;EU Office;true
10567;Perry-Bush;APAC;Barcode Scanners;15191.76;USD;19;4.75;logistics;contact@perrybush.com;+1-555-000-0000;APAC Office;true
10568;Walker, Bell and Mercer;MEA;Barcode Scanners;10338.4;USD;10;4.25;logistics;contact@walkerbellandmercer.com;+1-555-000-0000;MEA Office;true
10569;Fisher Ltd;EU;Barcode Scanners;9952.38;USD;37;4.75;logistics;contact@fisherltd.com;+1-555-000-0000;EU Office;true
10570;Randall-Martin;LATAM;Forklifts;2782.44;USD;21;3.65;logistics;contact@randallmartin.com;+1-555-000-0000;LATAM Office;true
10571;Cooley Inc;LATAM;Shipping Containers;11856.71;USD;22;2.75;logistics;contact@cooleyinc.com;+1-555-000-0000;LATAM Office;true
10572;Carrillo-Sweeney;NA;Forklifts;14696.74;USD;17;3.15;logistics;contact@carrillosweeney.com;+1-555-000-0000;NA Office;true
10573;Reed, Harris and Farley;EU;Shipping Containers;15570.66;USD;10;4.35;logistics;contact@reedharrisandfarley.com;+1-555-000-0000;EU Office;true
10574;Young, Velasquez and Pearson;APAC;Conveyor Belts;19107.95;USD;40;4.65;logistics;contact@youngvelasquezandpearson.com;+1-555-000-0000;APAC Office;true
10575;Mcclure, Wheeler and Marks;EU;Barcode Scanners;17939.03;USD;34;4.65;logistics;contact@mcclurewheelerandmarks.com;+1-555-000-0000;EU Office;true
10576;Stevens-Beasley;NA;Shipping Containers;1467.88;USD;32;5.05;logistics;contact@stevensbeasley.com;+1-555-000-0000;NA Office;true
10577;Rogers, Ewing and Smith;MEA;Forklifts;16449.35;USD;36;4.35;logistics;contact@rogersewingandsmith.com;+1-555-000-0000;MEA Office;true
10578;Garcia PLC;MEA;Barcode Scanners;7013.72;USD;15;4.15;logistics;contact@garciaplc.com;+1-555-000-0000;MEA Office;true
10579;Andrews, Rodriguez and Thompson;EU;Shipping Containers;16414.79;USD;36;3.15;logistics;contact@andrewsrodriguezandthompson.com;+1-555-000-0000;EU Office;true
10580;Black, Nguyen and Price;LATAM;Conveyor Belts;5653.72;USD;15;3.45;logistics;contact@blacknguyenandprice.com;+1-555-000-0000;LATAM Office;true
10581;Silva, Lowery and Marshall;NA;Pallet Jacks;10001.99;USD;24;4.65;logistics;contact@silvaloweryandmarshall.com;+1-555-000-0000;NA Office;true
10582;Phillips Group;APAC;Pallet Jacks;10124.88;USD;18;3.15;logistics;contact@phillipsgroup.com;+1-555-000-0000;APAC Office;true
10583;Burke, Williams and Myers;APAC;Pallet Jacks;16244.77;USD;33;3.25;logistics;contact@burkewilliamsandmyers.com;+1-555-000-0000;APAC Office;true
10584;Rivera, King and Stout;EU;Barcode Scanners;9346.34;USD;14;4.05;logistics;contact@riverakingandstout.com;+1-555-000-0000;EU Office;true
10585;Lewis PLC;NA;Pallet Jacks;17317.71;USD;27;3.95;logistics;contact@lewisplc.com;+1-555-000-0000;NA Office;true
10586;Hunter-Watkins;NA;Forklifts;1305.24;USD;17;4.45;logistics;contact@hunterwatkins.com;+1-555-000-0000;NA Office;true
10587;Garcia-Barnett;LATAM;Barcode Scanners;2758.28;USD;7;4.75;logistics;contact@garciabarnett.com;+1-555-000-0000;LATAM Office;true
10588;Wagner, Garcia and Kelly;MEA;Pallet Jacks;13546.21;USD;28;4.35;logistics;contact@wagnergarciaandkelly.com;+1-555-000-0000;MEA Office;true
10589;Carr, Costa and Mullen;APAC;Barcode Scanners;10737.29;USD;33;3.35;logistics;contact@carrcostaandmullen.com;+1-555-000-0000;APAC Office;true
10590;Noble-Macias;LATAM;Pallet Jacks;12632.2;USD;38;4.95;logistics;contact@noblemacias.com;+1-555-000-0000;LATAM Office;true
10591;Fernandez, Smith and Kaufman;MEA;Forklifts;601.72;USD;33;2.55;logistics;contact@fernandezsmithandkaufman.com;+1-555-000-0000;MEA Office;true
10592;Haney, Meadows and Dixon;NA;Shipping Containers;14323.39;USD;23;4.65;logistics;contact@haneymeadowsanddixon.com;+1-555-000-0000;NA Office;true
10593;Herman Inc;MEA;Barcode Scanners;807.62;USD;19;3.95;logistics;contact@hermaninc.com;+1-555-000-0000;MEA Office;true
10594;Rodriguez, Tucker and Houston;EU;Conveyor Belts;6645.28;USD;19;4.65;logistics;contact@rodrigueztuckerandhouston.com;+1-555-000-0000;EU Office;true
10595;Riley Ltd;MEA;Forklifts;7509.09;USD;22;4.25;logistics;contact@rileyltd.com;+1-555-000-0000;MEA Office;true
10596;Washington Inc;NA;Shipping Containers;14325.56;USD;37;2.95;logistics;contact@washingtoninc.com;+1-555-000-0000;NA Office;true
10597;Watson, Hancock and Smith;NA;Barcode Scanners;2195.8;USD;25;4.95;logistics;contact@watsonhancockandsmith.com;+1-555-000-0000;NA Office;true
10598;Diaz-Flores;NA;Shipping Containers;10392.41;USD;28;4.95;logistics;contact@diazflores.com;+1-555-000-0000;NA Office;true
10599;Ward-Burns;MEA;Barcode Scanners;18504.33;USD;28;4.25;logistics;contact@wardburns.com;+1-555-000-0000;MEA Office;true
10600;Owens Ltd;APAC;Shipping Containers;2730.73;USD;6;4.75;logistics;contact@owensltd.com;+1-555-000-0000;APAC Office;true
10601;Molina-Melton;LATAM;Pallet Jacks;12088.94;USD;36;4.85;logistics;contact@molinamelton.com;+1-555-000-0000;LATAM Office;true
10602;Schmidt, Wolfe and Ross;MEA;Conveyor Belts;14657.74;USD;16;3.85;logistics;contact@schmidtwolfeandross.com;+1-555-000-0000;MEA Office;true
10603;Powers, Lane and Rivera;LATAM;Shipping Containers;2714.94;USD;8;4.45;logistics;contact@powerslaneandrivera.com;+1-555-000-0000;LATAM Office;true
10604;Moses Group;LATAM;Pallet Jacks;13897.07;USD;39;4.95;logistics;contact@mosesgroup.com;+1-555-000-0000;LATAM Office;true
10605;Hawkins-Ramos;LATAM;Conveyor Belts;10982.76;USD;30;4.45;logistics;contact@hawkinsramos.com;+1-555-000-0000;LATAM Office;true
10606;Ramsey, Wright and Wheeler;MEA;Forklifts;4855.09;USD;34;2.55;logistics;contact@ramseywrightandwheeler.com;+1-555-000-0000;MEA Office;true
10607;Brown, Galvan and Sweeney;APAC;Conveyor Belts;355.67;USD;36;2.65;logistics;contact@browngalvanandsweeney.com;+1-555-000-0000;APAC Office;true
10608;Hawkins, Morris and Johnson;LATAM;Forklifts;5577.46;USD;37;2.75;logistics;contact@hawkinsmorrisandjohnson.com;+1-555-000-0000;LATAM Office;true
10609;Hughes, Burnett and Mays;MEA;Conveyor Belts;7720.07;USD;8;3.45;logistics;contact@hughesburnettandmays.com;+1-555-000-0000;MEA Office;true
10610;Roach-Hamilton;LATAM;Shipping Containers;19868.28;USD;28;4.05;logistics;contact@roachhamilton.com;+1-555-000-0000;LATAM Office;true
10611;Jones-Best;MEA;Forklifts;17318.11;USD;39;3.05;logistics;contact@jonesbest.com;+1-555-000-0000;MEA Office;true
10612;Banks, Kirk and Castillo;MEA;Shipping Containers;18769.36;USD;38;2.95;logistics;contact@bankskirkandcastillo.com;+1-555-000-0000;MEA Office;true
10613;Stevens PLC;EU;Barcode Scanners;6106.43;USD;5;3.95;logistics;contact@stevensplc.com;+1-555-000-0000;EU Office;true
10614;Villarreal, Davenport and Jones;MEA;Shipping Containers;17895.14;USD;32;4.95;logistics;contact@villarrealdavenportandjones.com;+1-555-000-0000;MEA Office;true
10615;Kelley and Sons;LATAM;Conveyor Belts;5241.22;USD;40;3.35;logistics;contact@kelleyandsons.com;+1-555-000-0000;LATAM Office;true
10616;Fox and Sons;NA;Conveyor Belts;3267.42;USD;5;4.45;logistics;contact@foxandsons.com;+1-555-000-0000;NA Office;true
10617;Ray, Burgess and Black;LATAM;Shipping Containers;2219.46;USD;26;4.65;logistics;contact@rayburgessandblack.com;+1-555-000-0000;LATAM Office;true
10618;Williams Ltd;NA;Conveyor Belts;445.48;USD;16;4.85;logistics;contact@williamsltd.com;+1-555-000-0000;NA Office;true
10619;Johnson, Hall and Cummings;EU;Forklifts;15919.36;USD;35;4.85;logistics;contact@johnsonhallandcummings.com;+1-555-000-0000;EU Office;true
10620;Walker LLC;APAC;Pallet Jacks;8239.55;USD;34;3.55;logistics;contact@walkerllc.com;+1-555-000-0000;APAC Office;true
10621;Watson, Spence and Hernandez;LATAM;Shipping Containers;9907.29;USD;33;3.95;logistics;contact@watsonspenceandhernandez.com;+1-555-000-0000;LATAM Office;true
10622;Stevens, Levy and Mckee;NA;Pallet Jacks;12236.88;USD;27;2.75;logistics;contact@stevenslevyandmckee.com;+1-555-000-0000;NA Office;true
10623;Meyer, Moses and Hernandez;MEA;Conveyor Belts;703.27;USD;30;4.85;logistics;contact@meyermosesandhernandez.com;+1-555-000-0000;MEA Office;true
10624;Johnston and Sons;APAC;Shipping Containers;6995.94;USD;8;2.75;logistics;contact@johnstonandsons.com;+1-555-000-0000;APAC Office;true
10625;Robinson, Burns and Richmond;LATAM;Barcode Scanners;3166.37;USD;20;4.55;logistics;contact@robinsonburnsandrichmond.com;+1-555-000-0000;LATAM Office;true
10626;Hale, Lawrence and Baker;MEA;Barcode Scanners;10598.39;USD;5;3.45;logistics;contact@halelawrenceandbaker.com;+1-555-000-0000;MEA Office;true
10627;West-Andrews;NA;Forklifts;5752.1;USD;6;2.85;logistics;contact@westandrews.com;+1-555-000-0000;NA Office;true
10628;Martinez, Wright and Sexton;MEA;Pallet Jacks;7659.91;USD;40;3.45;logistics;contact@martinezwrightandsexton.com;+1-555-000-0000;MEA Office;true
10629;Martinez Ltd;EU;Pallet Jacks;11924.56;USD;7;4.95;logistics;contact@martinezltd.com;+1-555-000-0000;EU Office;true
10630;Benson, Burton and Wagner;MEA;Conveyor Belts;1006.67;USD;22;3.75;logistics;contact@bensonburtonandwagner.com;+1-555-000-0000;MEA Office;true
10631;Hogan, Fritz and Dyer;NA;Shipping Containers;8555.46;USD;11;4.35;logistics;contact@hoganfritzanddyer.com;+1-555-000-0000;NA Office;true
10632;Williams, Johnson and Woods;APAC;Barcode Scanners;18318.62;USD;16;3.15;logistics;contact@williamsjohnsonandwoods.com;+1-555-000-0000;APAC Office;true
10633;Smith, Johnson and Smith;MEA;Pallet Jacks;15795.04;USD;25;4.75;logistics;contact@smithjohnsonandsmith.com;+1-555-000-0000;MEA Office;true
10634;Ray Inc;MEA;Forklifts;9028.09;USD;23;3.55;logistics;contact@rayinc.com;+1-555-000-0000;MEA Office;true
10635;Stewart, Smith and Jackson;LATAM;Conveyor Belts;4295.54;USD;33;4.85;logistics;contact@stewartsmithandjackson.com;+1-555-000-0000;LATAM Office;true
